id,rowid,entity,text
11970,38054,0,body camera footage from george floyd case to be publicly released tco pegkbvsv tco zovwaayby
16277,47640,3,house democrats to unveil police reform bill amid nationwide protests tco szlakj
13794,41551,0,the nearuniversal outrage over george floyds death in minneapolis police custody is being leveraged on the left to steamroll its critics in academia journalism and public life in the name of black lives matter by branding them as racist twtfrontpage tco hffjpmklv
564,1770,1,minneapolis is burning shocking videos emerge as protesters seek justice for george floyd blacklivesmatter georgefloyd tco vzlplmao
1579,5429,5,terry crews faces backlash after tweeting about the black lives matter movement we must ensure blacklivesmatter doesnt morph into blacklivesbetter tco yrjvpcimm
803,2901,2,americas pop stars spent the spring trying to write the song for our moment its a black lives matter anthem that may prevail tco xxwumxhaxg
8373,27907,2,as incidents of police violence against black people spark outrage in the us campaigns against police brutality across africa have also gained traction tco hbntzas
15249,45007,0,its as straightforward as it sounds instead of funding a police department a sizable chunk of a citys budget is invested in communities especially marginalized ones where much of the policing occurs tco ozvckzrd
16883,49353,0,despite recent calls to defund the police a majority of people want to keep current levels of funding for local law enforcementsome even want it to increase tco ulkwfcj
2842,8493,1,black lives matter cofounder defunding the police means reorganize our priorities tco ccbfbwy tco rqtrhwowb
8389,27923,0,live attorney ben crump provides update in breonna taylor case following meeting with kentucky ag tco qwvjcehvj
216,308,3,we cant turn away we must not turn away we cannot leave this moment thinking we can once again turn away from racism that stings at our very soul former vice president joe biden said while speaking via video at george floyds funeral tco fjmpqfif tco qbbitnv
17451,50601,5,alexmarlow the parents of children killed in chicago detroit nyc etc have something to say about this defund the police nonsense 
10646,34275,1,philonise floyd george floyds brother i cant tell you the kind of pain you feel whenyou watch your big brother who you looked up to your whole entire life die die begging for his mom im tired im tired of pain tco eedwkecy tco isegdzefn
4120,13824,1,ignored by media on saturday we held a prayer rally at st louis statue in forest park after the rosary three christian men were beat by blm and far left radicals this man paul was knocked out when crip hit him w brass knuckles sick tco kokkfuglt
519,1725,0,nazitattooed man arrested for armed impersonation of a federal officer at blacklivesmatter protest report tco vfhuakrhk
13029,39615,5,business leaders are speaking out about social injustice and racial inequality in the wake of george floyds death at the hands of police and the protests in more than us cities the fatal event has sparked tco nchlyl
686,2503,1,haleytalbotnbc senatorromney marching in front of the wh we need a voice against racism we need many voices against racism and ag 
542,1748,1,watch child left sobbing after woman threatens to kill her mother for participating in black lives matter rally tco tneoi
1012,3622,0,david lacey husband of la da jackie lacey was charged with pointing a gun at black lives matter protesters tco qrrxbrvo
953,3310,5,run the jewels didnt write its new album about george floyd but it may as well have tco mzhutywa
1568,5418,0,two accused of painting over a black lives matter mural charged with hate crime in california tco khdetwaofp
10426,32800,3,i am asking my colleagues and mayor to declare a state of emergency declaring racism as a public health issue minneapolis council vice pres andrea jenkins says tco pfaxjqtm tco utujmwvb
1229,4244,5,mota skates posted a venn diagram on instagram stating its ok to be all three showing overlaps between outraged by george floyds death not condoning looting or rioting and supporting good police officers skaters called them out tco btoxyjhu
1093,4108,3,following outrage over a police overtime bill that was sent to a new jersey teen for organizing a small black lives matter protest the mayor of the city retracted the invoice tco crmfeckre
654,2471,1,breakingchesky group of protestors with blacklivesmatter now several hundred strong near entrance to potus rally tulsa pd in riot g 
1874,6528,1,cbseveningnews john lewis fiery address at the march on washington still resonates years later and just a mile away from w 
920,3277,1,part of the power of black lives matter as a social movement is to say the individualfocused narrative that surrounds the us is a false narrative says drjonathanrosawhy the language we use when we talk about race matters so much tco jhdfrngxt
3629,11623,1,protester charged with shooting disabled vet in head at black lives matter rally tco ipznerisjy
695,2512,5,garretthaake good afternoon from the newlyrechristened black lives matter plaza in dc no police of any kind complete block party 
8895,28429,2,while the nation has been riveted by images of police battling protesters some police departments have been trying to quell the violence by locking arms with protesters tco qdtyogfvx
1653,5503,2,blackout tuesday was created initially to call on those in the music industry to take a beat for an honest reflective and productive conversation about racial inequality and the ways in which it has profited predominantly from black art tco cxwglfzjlu
8951,28485,1,demonstrators start a fire near the white house as they protest the death of george floyd alex brandon ap tco ehdbdfvf
8956,28490,1,maurabarrettnbc min before curfew goes into effect protestors are across from the police station in dsm chanting say his name ge 
136,228,1,trevornoah on protests against racial injustice what people need to realize is that this is about everybody winning black lives matter is about people saying hey we want you to fight for black peoples rights and you know what youre going to benefit from that as well tco fosdrhoeg
1565,5415,0,nbclatino the diversity of staff members has received greater scrutiny amid the black lives matter movement and as democrats represent 
9379,30117,2,chicago police board president says officers beat him with batons tco wdpgmrvnma
1394,4945,1,white people in martinez california were charged on tuesday with a hate crime and other offenses after video appeared to show them vandalizing a black lives matter mural on july officials said tco oyjaoyyqxi
1735,5868,1,black lives matter protester hailed as hero for saving farright demonstrator in london melee tco hykrhikgnk tco qupadxag
17586,50786,1,protesters clash over defund the police meaning tco zlaqqrgy oann tco jhudonyuae
590,2201,0,there is a lot of pressure that is mounting in this moment and i just hope that our government chooses to do the right thing the community organizer opal tometi said this is just the beginning tco piznvmet
12277,38361,3,new democrats seek to tap into fury over george floyd tco vbkzkrhmiv tco cbvbkuuw
1574,5424,0,police are looking to identify a white man and white woman who vandalized a cityapproved black lives matter mural in martinez california on the fourth of july tco zgutqoda
5953,19493,3,rep al green at george floyds funeral service we have a responsibility to make sure that we do not walk away today after having celebrated his life and not taken the next step to commemorate and to ensure the future generations that this wont happen again tco psivabtar
152,244,5,with the eyes on the english premier leagues longawaited resumption players in both wednesdays games took a knee in a powerful and symbolic show of solidarity with the black lives matter movement tco hupwt
13696,41022,0,justice will be served us attorney promises robust and meticulous investigation into george floyd death tco fhuoosuof
1049,3659,1,black lives matter protests are highlighting how indigenous communities are overpoliced and underprotected tco ihhljpf
3153,10312,1,pair who painted over black lives matter mural decry double standard and hypocrisy over hate crime chargewhen we stand up and give them a little iota a taste of their own medicine this is the extreme measures that are being taken tco bvdvbmejo
7625,24192,3,los angeles shuts down covid testing centers due to george floyd protests tco phkxahbc
1149,4164,0,mark and patricia mccloskey a st louis couple who found national fame after they were filmed brandishing weapons at blm protesters who passed their mansion in a gated community reportedly have a long history of telling people to get off their lawn tco vgkbpydzz
9651,30887,3,washington dc is expecting its biggest day of protests since the death of george floyd heres the scene at the lincoln memorial as protesters prepared to head toward the heart of dc krystalpcampos tco fdbqtwfny
1668,5801,0,perspective some afrolatinos say the phrase latinos for black lives matter makes no sense tco mibyirvhg
1954,6608,5,miss universe zozibini tunzi on the black lives matter movement you dont get to sit down and not do anything right now tco towbrofckx
1009,3619,1,six years ago on this day michael brown was shot and killed by a police officer in ferguson missouriheres how the work of protesters built the foundation for the mass movement weve seen unfold in the past two months tco fvyfqfqrd
570,2181,0,look in the mirror and also look at your payroll look at your schedule you need to do some housekeeping before you start saying black lives matter the chef nina compton said of the outpouring of white allyship following the death of george floyd tco tahzbfjej
4959,16166,2,heres what we know about the four expolice officers facing charges in george floyds death their role in his arrest and their lives before and while they were on the force based on their personnel files tco jhwtegtv
3803,12551,1,why are you protecting it blm activist berates older black man who spoke against tearing down a statue tco ngywzsq
12530,38614,2,exminneapolis police chief calls on union leader to resign over email claiming george floyd had violent criminal history tco dniactytl tco mgxzyrvvdl
4791,15998,0,karlos k hill of the university of oklahoma on president trumps tulsa rally i hope that his visit to tulsa is about paying homage to the victims and survivors of the race massacre that died years ago as well as paying homage to the memory of george floyd tco lwhsghna
12774,38858,2,minneapolis police officer involved in george floyd death had history of complaints tco bznutjl tco xztzmb
568,2179,0,for a number of leaders in both evangelical and mainstream churches black lives matter has prompted a crisis of moral conscience tco hrconyakn
1816,6199,1,on this episode of punchlines matt wuerker explores how cartoonists are covering black lives matter protests the defund the police movement and the removal of statues from public squares tco migbbrnl
1937,6591,2,mikevwusa now this is the line of us park police and dc police guarding the new white house perimeterandrew jackson statue still s 
1322,4720,5,a nascar team debuted a blue lives matter car over the weekendthe move comes days after nascar banned the confederate flag at events and after driver bubba wallace unveiled a black lives matter paint scheme last week tco sdqkziduug
105,197,0,new research suggests black lives matter protests across the us have not led to a jump in coronavirus cases tco ntrqiqmylp
1557,5407,1,live black lives matter mural is being painted on th ave in new york city in front of trump tower tco xrjblpze
33,125,5,every nba player who restarted the leagues season on thursday kneeled during the national anthem wearing black lives matter shirts tco oatbastbq tco nfzpdomq
1000,3610,0,a white couple from st louis facing felony weapons charges for pointing guns at black lives matter protesters walking past their home in june speaks at the rnc tco csjhjvwc
3493,11487,2,dc police stop black preborn lives matter street painting arrest two protesters tco qqqixmtw mpd
1864,6518,4,while the president leads among americans who are skeptical of the black lives matter movement and who continue to downplay the impact of the virus all of those groups are outnumbered at the moment tco bcyldqxup
1658,5508,1,watch a truck plowed into a group of protesters blocking i in tulsa oklahoma injuries were reported as a result of the incident tco yqmggynnc
15210,44968,5,while we need government officials to take action on things like police reform there are several things that everyday people can do to help make a lasting change ananavarro writes for cnnopinion tco itfxbzgnl
11944,38028,0,sharpton police reform bill take center stage at national mall tco icruaxdgln tco ryywbqzjg
1314,4712,4,president trump is criticizing new york citys plan to paint black lives matter on th avenue outside trump tower calling it a symbol of hatethe move comes as trump has stepped up his defense of confederate symbols and monuments tco cizmowa
1517,5367,5,watch viral video creator explains why he took a black lives matter sign to arkansasthe mans video of reactions he got while holding the sign in a town identified as one of the most racist in america is gaining national attention tco lxzjcqflf
1687,5820,0,when black lives matter came to white rural america tco fzwyhjqv
12457,38541,2,just in minneapolis school board terminates contract with police department over george floyd death tco tyystinvl tco huqzkoq
15938,46891,2,nbcnewsnow the minneapolis police chief addressed calls to defund and disband his department shaqbrewster reports on his promise to 
8632,28166,1,civil rights activist rev jesse jackson is calling for congress to pass an antilynching law and eliminate protections for police officers from lawsuits tco toerfkjeod
1246,4261,5,crossfitaffiliated gyms across the country where owners pay yearly funds to use the regimes branding began divesting from the corporate structure this weekend after its ceo greg glassmans controversial tweets on the black lives matter movement tco pkuqxvm
693,2510,3,dc mayor bowser had black lives matter painted on the street that leads to the white house where protesters have been demonstrating following george floyds death tco rqvrcztx
46,138,0,the black lives matter street mural outside trump tower in midtown manhattan was vandalized again on sunday according to policethis marks at least the fourth time the mural has been vandalized since it was created on july tco lfmzz
670,2487,1,counter protesters including a corrections officer mock george floyds death during a black lives matter marchi thought about the young children who were marching behind me says march organizer daryan fennalreporting from nbcphiladelphia tco bmkvjqepu
1470,5021,1,on friday breonna taylor would have turned to mark her birthday thousands of demonstrators gathered in downtown louisville the protesters sang happy birthday they chanted say her name and they marched around the city for hours tco fieltqroq
17121,49854,0,valrichardson defund the police of black americans want the same or more law enforcement in their areas tco grjhls 
15427,45761,3,sen brown responds to sen graham saying democrats had years to enact police reform under fmr president obama it was mitch mcconnell blocking one thing after another after another and then trump undoing the exec orders president obama put forward tco nxmplsa
1236,4251,5,keke palmer like many celebrities had joined a protest demanding justice for george floyd and other unarmed black americans killed by police tco dywnlgtur
1857,6511,1,black teen forced to take off black lives matter mask at his high school graduation ceremony tco ooimwj
9202,28736,0,kentuckys ag will serve as a special prosecutor in the killing of breonna taylor a woman fatally shot in her louisville home by police who her family says were executing a botched search warrant tco vyrjergxx
13947,41704,0,keith ellison minnesota ag charges for other officers in george floyd case could come very soon tco izmptwso
15580,46064,5,congress proposal for police reform leaves out a critical group tco wryab
14759,43519,0,jennfranconews breaking mn attorney general keith ellison announces upgraded charges of second degree murder against former minneapo 
1295,4693,1,the white st louis couple who face felony charges for waving firearms at black lives matter protesters outside their home in june will speak at the rnc next week their lawyers confirmed to npr tco bkjgihnkq
23,115,0,dozens of people from within the neighborhood and outside of it have showed up in support of the little girl whos black lives matter chalk message was getting washed away everyday tco gpfigvcy
15359,45693,4,on pres trumps campaign ads falsely claiming that joe biden wants to defund the police joyannreid says trump has based his campaign strategy on painting a false portrait of cities under siege tco zqdmb
13412,40738,3,congressional democrats are taking issue with realdonaldtrumps claim that their party wants to defund police departments in the wake of george floyds death and several other recent officerinvolved episodes tco dckclnlc
12210,38294,5,crossfit ceo told staff were not mourning for george floyd tco bfhrpupma tco xmdgwmijzh
746,2844,0,the mccloskeys said they feared for their safety as one does to lay the groundwork to try to get away with violent conduct against people of color tco hbzqmahzp
16732,48742,3,new biden democrats seek to shut down calls to defund police tco litngpfznt tco fpalpabpj
951,3308,1,the george floyd protests went global and stayed that wayat demonstrations across the world the dynamics were the same in many places solidarity with the united states and calls for changes at home tco czqvesdm
497,1703,0,angry customers try to insult kentucky server with black lives matter note but no tip tco tsrlcfulw
1650,5500,1,givetash thousands gathering in london for blacklivesmatter protests today beginning in hyde park with many telling me racism is no 
1444,4995,0,shanegoldmacher new money has absolutely flooded into bail funds blackled groups and racial justice organizationsjust one data p 
1919,6573,0,majority agree with black lives matter and say major police reform is needed cbs news poll tco jjsmwkffyo
8408,27942,2,a man who vandalized an auto parts store in minneapolis during protests over the death of george floyd is believed to have ties to a white supremacy group and was trying to stir tensions according to a new court filing tco mdzuxgvggj
1482,5332,1,watch portland mayor ted wheeler slams president trumps response to national protests amid a deadly shooting in portland that happened after trump supporters and black lives matter protesters clashed its you who have created the hate and division tco pfrjnsvwe
1883,6537,3,new york city paints black lives matter in front of trump tower tco wrjzfohkpa
12876,39462,5,as corporations make public statements of outrage over george floyds killing black employees are dealing with complex workplace dynamics
10348,32722,4,minnesota gov tim walz says he is authorizing the full mobilization of the minnesota national guard an action that has never been taken in its year history tco xthbwsf tco xsxbjjtp
1293,4691,1,at a black lives matter protest a young korean american man named edmond hong grabbed a megaphone addressing other asian americans he described the need to stop being quiet in the fight against racism hear why on this episode of nprcodeswitch tco lqrbztuqf tco btlwdtn
1590,5440,0,a sheriffs office employee was one of three men arrested after getting caught on video damaging a black lives matter sign on private property authorities say tco ybgv
323,1216,1,yearold reportedly kicked out of daycare because she wore a black lives matter tshirt tco wqsgyuzvf
16416,47976,0,usatodaypodcast the senate tackles police reform things to know wednesday tco cmgjxivrrw
1770,5903,3,in giant yellow letters dc mayor sends message to protesters and to trump tco oftmysbvy
1420,4971,1,i need people to hear my voice youthled demonstrations after george floyds death have energized a diverse group of young americans across the us tco vohnfy
11898,36688,5,rev jesse jackson reacts to the death of george floyd saying if floyd murdered a white person hed be in jail today tco cawzlwwdf tco zspapkdg
1415,4966,0,igrullonpaz new black trans women have always taken care of their own theyve been pushed to the margins of both the lgbtq move 
1855,6509,2,a michigan official used the nword when asked why he wasnt wearing a mask then he doubled down with more racial slurs tco dygkwvyt
1861,6515,3,rep pramila jayapal says barr targets black lives matter protesters when white men with swastikas storm a government building with guns there is no need for the president to activate you because theyre getting the presidents personal agenda done tco qnvedqdi tco qouwwpkhi
489,1695,1,watch tulsa cops hustle away black lives matter protester after trump rally staffer tells her shes uninvited tco jdgewgiso
10815,34444,5,nfl commissioner roger goodell released a video statement supporting george floyd breonna taylor ahmad arbery and all the families who have endured police brutality tco swcegw
8847,28381,3,breaking state of minnesota launches sweeping civil rights investigation into minneapolis police deptthe investigation stemming from the death of george floyd will be designed to root out systemic racism that is generations deep gov walz says tco iaqtpcw
1994,6648,3,congressional democrats kneel in silence for minutes and seconds in remembrance of george floyd at emancipation hall at the us capitol tco dwnctsrdfm tco hjpcohx
15966,47045,1,george floyds death in police custody has sparked urgent push for racial reform across the globe there are more stories to tell we are committed to telling them
1608,5458,5,a philadelphia court supervisor who was captured on cellphone video taking down antiracism signs in a public area and saying black lives dont matter to him has been fired tco ugqpsvnl
4579,15214,1,jackposobiec lincoln statue dc blm activists refuse to allow black man to speak who supports statue tco vcwuwcgmn
16166,47344,3,last year biden released his plan for criminal justice reform which pledged to invest million into community policing efforts and would require police to reflect the racial composition of their communities tco udwgtaliwl
168,260,0,surfers around the world are paddling out to sea in support of the black lives matter movement to protest injustice and pay tribute to black lives lost to police brutality tco kwhameidy
12966,39552,1,protesters are demanding that officials defund police departments and redirect the money elsewhere as a new poll finds voters are more troubled by police action in the killing of george floyd than by violence at some demonstrations wsjwhatsnow tco ligbzgg
7971,26153,2,weapons were the first warning we analyzed dozens of videos spoke with witnesses and reviewed police guidelines to try to understand how the police in philadelphia used tear gas on trapped protesters watch our investigation tco zrfoshu
2530,8181,1,vandal dumps red paint on black lives matter mural in front of trump tower then runs off tco yxnawqql tco lztxiwzhb
3392,10551,0,no wonder things get strangely awkward for liberals anytime someone says black trans lives matter escarry says the tragedy of violence experienced by black trans people mostly women doesnt quite fit the story theyre used to telling tco wrojtbfhe
10761,34390,1,while the rallies in major cities nationwide have grabbed headlines people living in smaller and midsized cities have also raised their voices to call for change tco ibogpmzrh
933,3290,5,no matter where in the world you live racism will still be there yet where there is global white supremacy there is also global resistance writes draytontiffanie tco gmefthle
1068,3678,2,participants in rome listened to speeches and held up placards saying black lives matter and its a white problem tco lhghokpd
237,329,1,thousands of people in brazil took the streets again this weekend in support of the black lives matter movement and to protest president jair bolsonaros government including its handling of the coronavirus pandemic tco ylrtwfwni
2358,7369,5,review like spike lees fabulous sset blackkklansman two years ago bloods weaves history lessons with gripping performances and a timely thoughtful narrative in this instance nodding to the black lives matter era tco qzfswqgtp
1254,4269,1,a statue memorializing british slave trader edward colston has been pulled down by black lives matter protesters in bristol england tco jqeigyn
5933,19473,3,joe bidens response is the response that we americans republican and democrat and independent alike are used to during these times joenbc on bidens remarks during george floyds funeral tco txptcuwx
4714,15921,5,one of these earliest photos from the george floyd protests shows a young boy wearing a blue mask and black star wars tshirt raising his fist in front of policethe photo made him a face of the protest movement and inspired many to create artwork tco sfgggrfja
6623,21150,2,minneapolis police officers have frequently diagnosed people in custody with excited delirium without consulting medical experts tco xrryyjhjyr
16378,47850,1,momentum in new york to repeal a decadesold police transparency law appears to be gaining steam according to activists and legislators involved in what they say would be a major step forward in the fight for police reform tco uypvcel
12282,38366,5,fox news apologizes for graphic showing stock performance after deaths of george floyd mlk other periods of unrest tco hfabnylh
13790,41547,5,un human rights council orders report on systemic racism in the wake of george floyd death tco xwcvhym
10110,32484,0,george floyd did not die of common health conditions he died of a common american criminal justice malfunction rev al sharpton says tco fwsclwwvi tco lzqnuiku
13874,41631,5,not true jack dorsey pushes back on trump claim twitter illegally banned george floyd video tco csjcnnae
1854,6508,4,a michigan official used the nword when asked why he wasnt wearing a mask then he doubled down with more racial slurs tco vyovntlnbl
3137,10296,5,the schools that educate the children of americas elite are being pressured to include curriculum on black lives matterlast month schools apologized to black students who experienced systemic racism and actions to eliminate white supremacy tco owokiwaq
556,1762,1,watch protesters tackle man carrying semiautomatic rifle at texas black lives matter protest tco lsekoiir
687,2504,1,protesters and activists have painted the words defund the police next to black lives matter on the street that leads to the white house where protesters have been demonstrating following george floyds death in police custody tco wwjstcml
3637,11631,5,douglasernst starbucks reverses allows black lives matter apparel tco ikeslqtcik everything must be political business s 
3454,11448,5,at rnc talk about black lives not black lives matter movement deborah simmons writes tco unqhvei
1440,4991,5,nytgraphics in the print edition of tuesdays nytimes an page special section on the black lives matter protests that have swept ac 
1753,5886,1,black lives matter protesters in belgium want statues of colonialist king l opold ii to come down tco coykcknfxe
1189,4204,5,juan williams condemned his fox news cohosts for actively demonizing the black lives matter protesters while failing to mention other bad actors on the scene during the demonstrations tco qmpnyqsi
12177,38261,2,george floyd and derek chauvin bumped heads while working together at nightclub former coworker says tco gjfbnabpz tco ugkizgmto
6178,19718,1,massive protests continue beyond curfew in seattle washington over the death of george floyd they are braving the pandemic because they believe so strongly in social justice and equality for every member in the seattle community jo ling kent says tco rgfyoheva
1781,6164,1,as the black lives matter movement aims to translate protest energy into political action an earlier generation of activists offers words of advice and caution tco lvzyzrox
873,2971,2,floyds killer was the first white police officer to be charged by the state of minnesota for taking the life of a civilian tco aqzkjpqpm
5187,16394,3,new york city mayor bill de blasio has appointed two people to investigate the nypd after a police cruiser was seen hitting a group of protesters saturday tco dbmseyhik
1091,3701,1,in an emotional video the talk show host pledged solidarity with those protesting against racial inequality tco gscimxv
1619,5469,5,starbucks baristas will be allowed to wear symbols supporting the black lives matter movement in a hasty aboutface in company policy tco pyfgygv
7362,23929,1,du nord craft spirits was partially destroyed by riots brought on by the killing of george floyd the minneapolis distillery has created a foundation to help its neighbors tco ywpbzhq
2305,7316,0,a judge set a million bail for dawit kelete the driver accused of hitting two black femme march demonstrators in seattle saturday killing one and injuring the other tco cfozviyy
15225,44983,4,the only african american republican senator sent a draft of proposed legislation to gop offices after senate majority leader mitch mcconnell asked him to come up with a police reform plan that would be palatable to mcconnells conservative senate caucus tco zbbyvf
8546,28080,1,live philonise floyd brother of george floyd testifies to the house judiciary cmte on policing practices and law enforcement accountability tco qxgyfsbgi
16047,47225,5,the bill drafted by the congressional black caucus would end qualified immunity and ban noknock warrantshowever the reform effort is unlikely to make its way past the gopcontrolled senate and get to president trumps desk tco hyxndlbf
6783,21310,2,officers fled a minneapolis police station as protesters ransacked and torched the building tco exaobnfg
1233,4248,3,two months into her first term rep val demings a former police chief and potential biden vp pick took an all lives matter stance on national televisionin the past few weeks shes shifted but orlando activists say its too little too late tco ftfrbahe
1534,5384,0,a husband and wife caught on video brandishing firearms at black lives matter protesters outside their st louis home have been charged with a felony tco wcjvpcv
16856,49326,2,tyler perry says police reform movement has been hijacked we need more police tco cmwmnyhxn
16576,48586,0,house democrats and senate republicans have rolled out rival police reform bills in the wake of george floyds death at the hands of minneapolis police here are the key differences tco ucbjyoyo
1429,4980,1,jmartnyt new back on the trail in ky bookerky may fall short but he has harnessed blm in a state boiling w anger to overcome a 
11489,36279,3,on todays frontpage death unmasks the past minneapolis has been considered a progressive capital george floyds killing brings to light a lesser known history of racism virus may kill by autumn as the us relaxes restrictions up to people die each day tco ethojpsu
527,1733,4,this is big top gop pollster is stunned by the sudden shift in public opinion on black lives matter tco wlfgwavh
1546,5396,2,three people have been arrested and a fourth was issued a summons after a black lives matter mural on manhattans fifth avenue in front of trump tower was vandalized with blue paint friday afternoon police say tco tbqhqptn
16289,47652,0,former president barack obama said hes inspired by seeing young people taking charge in the protests across the country it makes me feel as if this countrys going to get better tco ernlrcgnpv tco iglsjcuey
9109,28643,3,just in minneapolis mayor frey imposes citywide curfew beginning at pm ct on friday following three days of protests after george floyds death city clerk says tco vpktkzwqi
1407,4958,0,motokorich in japan people often say there is no racism activists and scholars say its time the public seized this global moment 
1582,5432,1,an employee at a target store on long island new york says she was confronted by a customer who demanded she remove a black lives matter mask because they found it offensive tco ljhpyynt
387,1593,1,back the blue members beat blm protesters in colorado ditch keep punching each other in the face tco knpjwogf
8537,28071,2,nbcnightlynews minneapolis police chief medaria arradondo speaks out on the transformational change he says is needed in police depa 
3812,12560,1,protests widely peaceful in black lives matter plaza limited police presence tco wpygjfht
12647,38731,2,video shows police using their batons on protesters on the ground while additional officers can be seen boxing out demonstrators and pushing people down who are trying to intervene with police arrests tco esuhvmer
1976,6630,0,cbseveningnews protesters around the country are toppling confederate statues and other monuments that they see as historic symbols of 
1460,5011,0,kevinq new in todays upshot we contextualize the large shift in voters attitudes about black lives matterin the span of a couple 
13847,41604,5,pope francis sends strong message to us catholics after george floyds death tco ajumyladf
220,312,0,eric michael tamir philando atatiana breonna and georgewe only knew their names after they died but you can find them all on a popular name planning website for prospective parentseach of these names was somebodys baby the site reads tco fxexnaqxx
2264,7275,3,rebeccamorin obama says black lives matter and and praised the young people who led us this summer telling us we need to better 
12619,38703,2,video shows police using their batons on protesters on the ground while additional officers can be seen boxing out demonstrators and pushing people down who are trying to intervene with police arrests tco npxatnt
2781,8432,5,tucker carlson sees bigname advertisers bolt after comments on black lives matter tco oayafximgf tco ynqvam
13950,41707,5,eu official calls george floyds death an abuse of power tco ikapmnfwx
495,1701,4,oregon mayor accused of driving car into black lives matter protesters tco asctbam
15017,44279,4,repswalwell i would yield to any of my colleagues on the republican side who can unequivocally say as we calibrate where we are right now that black lives matter mattgaetz i thank the gentleman for yielding does the gentleman believe that all lives matter as well tco jhsxzibao
546,1752,4,mitt romney joins christian group marching in solidarity with black lives matter in washignton tco boteqrt
5580,17833,1,george floyds brother asks congress if black peoples lives are worth more than tco bqgxdzxa
5003,16210,3,george floyd whose death in police custody has sparked massive protests throughout the united states tested positive for the novel coronavirus in a new autopsy report tco csrlenjdb
13033,39619,4,breaking trump says he is deploying military personnel to the nations capital and threatens to send troops to states if they cant quell protests tco czstfuupkw
1333,4731,5,new the nfl says it was wrong for not listening earlier to players protesting racial injustice and encouraged them to speak out we the nfl believe black lives matter the leagues commissioner said tco bpsqvmyep
898,3255,1,today explained episode the blacklivesmatter protests are changing our language from karen to bipoc to black and white 
8769,28303,0,george floyd whose incustody death in minneapolis last week triggered an avalanche of protests over the mistreatment of black people by police tested positive for coronavirus weeks before his death an autopsy report released wednesday shows tco diodknxmo
3481,11475,0,guntoting counterprotesters jeer black lives matter activists in nevada tco fxcesu tco nscycdvbk
945,3302,1,the yearold black lives matter supporter went missing after tweeting about being sexually assaulted by a black manheres what her death reveals about the plight of black women in the fight for justice tco olukmanu
16335,47807,2,police unions are the one of the most important guardians of law enforcement in the united states negotiating salary benefits and most importantly protections for their members tco ptofpszss
1468,5019,5,when bts one of the most popular music groups in the world gave million to black lives matter their army followed their lead just a day later fans had raised over million for over a dozen civil rights and advocacy organizations tco erwpg
143,235,1,a baltimorearea elementary school became the scene of an unlikely free speech battle because people kept washing away the chalk art messages and drawings that children created in support of the black lives matter movement tco yfnvurkrd
12552,38636,5,save the bullshit nfl players kenny stills eric reid and more slam goodells statement on george floyd death tco gqpfldvpw tco pukuundc
7715,24282,5,tooearnest spoke to the widow of eric garner about her experience making the film american trial the eric garner story as well as what her life has been like since her husbands untimely death tco uoaozeym
1941,6595,1,us black lives matter protests inspire calls to defund the police in the uk tco thoits
1514,5364,1,a husband and wife in california were arrested on hate crimes and vandalism charges after they were seen on cellphone video yelling white power and only white lives matter at a black man and his girlfriend authorities say tco psxlyryj
377,1583,1,watch students cheer trombone player as he drowns out mans rants about thug blm demonstrators tco dqlhfxo
10403,32777,3,minneapolis mayor jacob frey held a latenight press briefing in response to violent protests that included a police precinct going up in flames tco tcyicpbkg tco iuhcvfchm
16487,48497,4,tim scott stalled police reform legislation a crying shame tco srbsgl tco ijzmwhhya
1636,5486,5,iconic american brands from facebook to apple have pledged financial support for the blacklivesmatter movement in response to the death of george floyd but many companies have yet to clarify where the money will go and how much they will donate tco eumrjzjll
1145,4160,0,a sculpture of a black lives matter demonstrator went up overnight in england on the spot where a statue of british enslaver edward colston once stood tco mhyopzjwhr
11150,34779,3,abcpolitics new york city mayor bill de blasio confirms reports that his daughter chiara de blasio was arrested at a protest im p 
12579,38663,1,protesters in london berlin toronto take to streets in support of george floyd demonstrations tco msvkkeu tco zlpdfnekk
703,2520,1,people are fed up says black lives matter organizer deray mckesson what you are seeing is people saying enough is enough tco uahoafvehj
1983,6637,1,minnesota state troopers admit strategically deflating tires during george floyd protests tco ivzpdnel
9384,30122,1,in britain protests over the death of george floyd revive memories of others killed by police tco qqzbzarrn
12906,39492,1,while protests for racial justice sparked by the police killing of george floyd started in major cities they have quickly spread to small conservative and overwhelmingly white towns like coeur dalene in idaho tco vidcphggoc
2350,7361,1,oluwatoyin salau a yearold black lives matters protester was last seen june in tallahassee according to the tallahassee police department police and her fellow demonstrators are still searching for her tco ywsqxlwdm
3468,11462,1,douglasernst black lives matter crowd demands seattle homeowners give up property we coming for it tco ngjhxdmi do you 
1355,4906,1,the size and scope of social protests in cities like chicago since george floyds death have broadened support for the black lives matter movement but some activists remain skeptical of their new allies commitment tco rpmohlazj
1675,5808,3,democratic convention embraces black lives matter tco sqgros
5332,16539,1,protests have swept across multiple major us cities with crowds taking to the streets to demand action on police brutality in memphis signs were held for black americans who had recently been killed george floyd ahmaud arbery and breonna taylor tco ztzgozwkr tco nzxvfdnq
5912,19452,4,thhour day the president never mentioned george floyds name at a dallas event on race and policinghere tonight jonlem 
418,1624,0,man caught on video vandalizing black lives matter mural in front of trump tower tco jqkexaou
