id,rowid,entity,text
1029,3639,0,president donald trumps most famous new york city building is getting new artwork after a group including mayor bill de blasio painted black lives matter in front of the building //tco/zdgvsqrzo
1895,6549,1,all lives matter may seem to some like a harmless even inclusive remark but that isnt the way most black people experience it //tco/meopnnzce
695,2512,5,garretthaake good afternoon from the newlyrechristened black lives matter plaza in dc no police of any kind complete block party…
1982,6636,2,minnesota state troopers admit strategically deflating tires during george floyd protests //tco/yihhkifed
1517,5367,5,watch viral video creator explains why he took a black lives matter sign to arkansasthe mans video of reactions he got while holding the sign in a town identified as one of the most racist in america is gaining national attention //tco/lxzjcqflf
839,2937,5,we need to stand up and say that black lives matter romney said while marching //tco/eajjhbv
1655,5505,5,grindr to remove ethnicity filter in support of black lives matter we will not be silent and we will not be inactive the gay dating app company said //tco/gendjck
1487,5337,1,a teenager from englewood cliffs new jersey says she received a nearly bill from the mayor after she held a black lives matter protest in the borough last month //tco/gninqwhum
1235,4250,5,when you send warzonelevel munitions into a group wearing flipflops and black lives matter tshirts thats a problem of historic proportions in the land of the free we should stop ticking off the tinpot dictator todo list writes theonlyedasner //tco/vevrfjpz
1636,5486,5,iconic american brands from facebook to apple have pledged financial support for the #blacklivesmatter movement in response to the death of george floyd — but many companies have yet to clarify where the money will go and how much they will donate //tco/eumrjzjll
1724,5857,3,germanys only black member of parliament says the country needs to face its racism //tco/thsvruli
1758,5891,1,perspective black lives matter now represents americas best ambassadors //tco/hcgkatckny
1770,5903,3,in giant yellow letters dc mayor sends message to protesters and to trump //tco/oftmysbvy
1910,6564,1,cbsthismorning in the wake of george floyds death the #blacklivesmatter movement is highlighting police unions amp the role they play…
1735,5868,1,black lives matter protester hailed as hero for saving farright demonstrator in london melee //tco/hykrhikgnk //tco/qupadxag
1242,4257,5,oprah winfrey says during town hall event all black people recognized that knee on the neck //tco/qkbmosxoh
863,2961,0,the history behind the antiblack lives matter protests in merrick ny //tco/ghuqwjni
1675,5808,3,democratic convention embraces black lives matter //tco/sqgros
1410,4961,1,marches vigils and rallies have settled in as a part of new york citys daily life for the past month organizers and participants said they expected the energy to continue //tco/nwwzbrrz
106,198,4,president trump said he plans to nominate william perry pendley a controversial figure who would become trumps first head of the agency managing onetenth of the nations land mass and vast amounts of underground oil gas and minerals //tco/wxvcsqj
953,3310,5,run the jewels didnt write its new album about george floyd but it may as well have //tco/mzhutywa
1753,5886,1,black lives matter protesters in belgium want statues of colonialist king léopold ii to come down //tco/coykcknfxe
1315,4713,1,this week on roughly how the black lives matter movement and years and years of consensus building might actually change the dutch holidays //tco/ysryefgbu
905,3262,0,confederate monuments are coming down across the nation a historian explains why stone mountain needs to go too //tco/kqfkjtxzcx
1114,4129,5,black real housewives and bravo stars sound off on racism and all lives matter its insulting //tco/cqnbltiq
924,3281,0,young secondgeneration americans want to dismantle racism — and theyre starting at home with their immigrant communities //tco/mtgmjbw
1213,4228,5,its a challenge that seems certain to go unmet and yet is somewhat amusing to imagine ron perlman has called on ted cruz to fight him for in support of black lives matter //tco/lvcylqexh
575,2186,1,the toppling of a statue of a slave trader in bristol along with a series of black lives matter protests that have taken place across the uk in recent weeks has revived a longsimmering debate over monuments to britains past //tco/zpymczw
1008,3618,0,brittanylwong we didnt want to paint over it because it felt like a kairos moment that rare window of opportunity when what you n…
1937,6591,2,mikevwusa now — this is the line of us park police and dc police guarding the new white house perimeterandrew jackson statue still s…
750,2848,0,the mccloskeys said they feared for their safety as one does to lay the groundwork to try to get away with violent conduct against people of color //tco/gjhhfvoja
95,187,0,not long after a california community completed a black lives matter mural on saturday a white man and a white woman arrived to paint over it police say //tco/ljtcqmxt
1822,6205,1,thousands gathered in brussels for a largely peaceful black lives matter protest — the latest in a string of demonstrations across europe inspired by the us movement //tco/xoiixj
1998,6652,1,cbsthismorning demonstrations over the death of george floyd spread across six continents over the weekend with chants of black live…
1420,4971,1,i need people to hear my voice youthled demonstrations after george floyds death have energized a diverse group of young americans across the us //tco/vohnfy
1331,4729,2,billy dume says the police violence that shaped the black lives matter movement never touched him directly then came the police killing of george floyd followed by an incident last weekend in dumes neighborhood //tco/cwfswfeyu
58,150,5,the boston red sox are showing their support for the black lives matter movementthe phrase black lives matter — in the baseball teams font — has been placed on a massive billboard that runs alongside the massachusetts turnpike by fenway park //tco/qjqpqrovfx
469,1675,4,treason sedition insurrection donald trump flips his wig after viewing #foxnews interview with black lives matter leader //tco/luxkflfr
1750,5883,5,from wake word to woke word siri and alexa tell you black lives matter but tech still has a diversity problem //tco/wfuinyrmmf
371,1577,0,watch florida man accused of trump violence after pulling gun on black lives matter protesters #trumpviolence //tco/dxymndzkd
255,347,0,police in maryland have arrested and charged the cyclist who was caught on video accosting three people posting flyers in support of the black lives matter movement //tco/tvnjqgiffa
99,191,5,we need actual change whether that is defunding whether that is social reform within our systematical racism oppression wnba star natasha cloud says about the fight for social reform dont take the crumbs try for real impact //tco/eirjrzddh
174,266,5,the us embassy in seoul south korea has received a request from the state departments seventh floor — where secretary of state mike pompeos offices are located — that it take down its black lives matter sign a source familiar with the issue says //tco/ysbbin
418,1624,0,man caught on video vandalizing black lives matter mural in front of trump tower //tco/jqkexaou
1624,5474,4,as president trump seizes on the slogan to paint his opponents as radicals who envision a world of lawlessness and anarchy joe biden and most other democrats are resisting the lefts calls and floating more modest measures to curtail bad police behavior //tco/rosfsur
1820,6203,4,vice president mike pence is flipping between backing his bosss tough talk and articulating a more conciliatory approach to the protests sweeping the nation //tco/fiztjius
568,2179,0,for a number of leaders in both evangelical and mainstream churches black lives matter has prompted a crisis of moral conscience //tco/hrconyakn
654,2471,1,breakingchesky group of protestors with #blacklivesmatter now several hundred strong near entrance to potus rally tulsa pd in riot g…
500,1706,4,matt gaetz objects after dem challenges gopers to say black lives matter out loud //tco/wuvnxtxmp
881,3238,3,factcheck speakers at the #rnc insisted democrats want to defund the policethey dont //tco/qmvzfxlli
115,207,1,new research suggests black lives matter protests across the us have not led to a jump in coronavirus cases //tco/expjzcsho
1467,5018,5,a cup of solidaritea yorkshire tea and pg tips endorsed antiracism efforts and backed each other up after rightwing complaints //tco/lvjtmzxw
1093,4108,3,following outrage over a police overtime bill that was sent to a new jersey teen for organizing a small black lives matter protest the mayor of the city retracted the invoice //tco/crmfeckre
1996,6650,1,couple celebrates wedding among thousands of protesters in philadelphia //tco/sfkvslc
1166,4181,0,a st louis missouri city attorney is investigating a white couple who pointed guns at black lives matter demonstrators who marched into the gated community past their house toward the home of mayor lyda krewson //tco/owbwuhrjg
125,217,5,rev raphael warnock the senior pastor of ebenezer baptist church in atlanta said at the public visitation for rayshard brooks that none of us are safe until all of us are safewarnock will give the eulogy at brooks funeral on tuesday //tco/yexynrfm
323,1216,1,yearold reportedly kicked out of daycare because she wore a black lives matter tshirt //tco/wqsgyuzvf
874,2972,1,floyds killer was the first white police officer to be charged by the state of minnesota for taking the life of a civilian //tco/cecvhllyg
1853,6507,5,dolly parton backs racial injustice protests of course black lives matter //tco/oscoyhxiz
1507,5357,0,the husband of los angeles county district attorney jackie lacey is facing misdemeanor charges for pulling a gun on black lives matterla protesters who had gathered outside the das home in early march calling for her resignation //tco/loliczkplh
1236,4251,5,keke palmer like many celebrities had joined a protest demanding justice for george floyd and other unarmed black americans killed by police //tco/dywnlgtur
600,2417,1,a man was shot dead in downtown portland oregon on saturday night as supporters of president trump and black lives matter protesters clashed police say //tco/jrypbpznu
1491,5341,1,watch africans and black americans have a history of tension beyoncé and blm are changing that //tco/ilyvwgjuzm nbcblk
1712,5845,4,trump says painting black lives matter on new yorks fifth avenue would be a symbol of hate //tco/mrnnaoyuzo
882,3239,2,the abolish the police movement explained by scholars and activists //tco/wcrxxulci
1752,5885,1,as consensus grows about the existence of systemic racism in american policing and other facets of american life longtime organizers of the black lives matter movement are trying to extend its momentum beyond the popularization of a phrase //tco/nynraakwg
19,111,0,a man has been convicted of six misdemeanor charges and sentenced to six years in prison for driving his car through a group of black lives matter protesters in june online court filings state //tco/uewcifh
682,2499,1,protesters and activists have painted the words defund the police next to black lives matter on the street that leads to the white house where protesters have been demonstrating following george floyds death in police custody //tco/afmklxauwj
387,1593,1,back the blue members beat blm protesters in colorado ditch keep punching each other in the face //tco/knpjwogf
683,2500,1,activist hawk newsome says gov cuomos say their name agenda for police reform is a good first step but that its watered downit would be something that the moderate activists would promote we want real legislation //tco/bntctgqewx
497,1703,0,angry customers try to insult kentucky server with black lives matter note — but no tip //tco/tsrlcfulw
1816,6199,1,on this episode of punchlines matt wuerker explores how cartoonists are covering black lives matter protests the defund the police movement and the removal of statues from public squares //tco/migbbrnl
136,228,1,trevornoah on protests against racial injustice what people need to realize is that this is about everybody winning black lives matter is about people saying hey we want you to fight for black peoples rights and you know what youre going to benefit from that as well //tco/fosdrhoeg
325,1218,2,cfidd new dailykos/ civiqs poll majority views police mistreatment of black americans as a systemic problem support of #blacklivesm…
1873,6527,1,from tiktok to black lives matter how gen z is revolutionizing activism //tco/txbamiwp //tco/kruwwaqxg
1857,6511,1,black teen forced to take off black lives matter mask at his high school graduation ceremony //tco/ooimwj
608,2425,3,part of our message tonight is that black lives matter washington dc mayor bowser saysjoe biden and sen harris recognize that we have systems to improve and some systems to tear down and theyre competent experienced leaders who will do that //tco/qwmspwcly
3812,12560,1,protests widely peaceful in black lives matter plaza limited police presence //tco/wpygjfht
12619,38703,2,video shows police using their batons on protesters on the ground while additional officers can be seen boxing out demonstrators and pushing people down who are trying to intervene with police arrests //tco/npxatnt
3578,11572,1,from washtimesoped its worth examining the words that inspire their deeds #editorial #blm #marxism //tco/tcucpkjsg
7308,22968,0,floyd a black man died after a white police officer kneeled on his neck //tco/jvwzphef
17248,50204,2,not my son police morale has reached an alltime low and possibly at the worst time ever //tco/lououthv
10185,32559,3,ferguson elects its first black and first woman mayor //tco/luvpzocooc //tco/fqmbcsmgrk
13412,40738,3,congressional democrats are taking issue with realdonaldtrumps claim that their party wants to defund police departments in the wake of george floyds death and several other recent officerinvolved episodes //tco/dckclnlc
2696,8347,4,watch pence refuses to say black lives matter instead says all lives matter //tco/pkrxgamhru //tco/skrxlglhm
7266,22926,1,he didnt give me the opportunity to even speak philonise floyd said //tco/uljawiaw
8695,28229,1,joshnbcnews protesters take a knee and chant george floyd as we await air force one in bangor //tco/ehkiadke
16968,49438,3,police reform is not enough repmaxinewaters calls for protective police unions to be abolished //tco/wzmpbsubc
16856,49326,2,tyler perry says police reform movement has been hijacked we need more police //tco/cmwmnyhxn
12774,38858,2,minneapolis police officer involved in george floyd death had history of complaints //tco/bznutjl //tco/xztzmb
13696,41022,0,justice will be served us attorney promises robust and meticulous investigation into george floyd death //tco/fhuoosuof
3091,10250,0,why black lives matter opposes smallbusiness owners like me //tco/wvsizsalc
2748,8399,1,missing black lives matter protester oluwatoyin salau among pair of women found slain in florida //tco/lmytulhhk //tco/nrlpdkjb
3481,11475,0,guntoting counterprotesters jeer black lives matter activists in nevada //tco/fxcesu //tco/nscycdvbk
2025,6679,3,washington dc mayor has black lives matter painted on street leading to white house //tco/pngqihtml
5816,19356,1,months after george floyds death sparked a wave of protests around the us and the world the site of his death remains a sacred place for racial justice //tco/ftdxkwf
9314,30052,4,philonise floyd conservative radio host dan bongino to testify at wednesday hearing on police brutality //tco/iaijgyeb
8102,26284,3,on sunday a vetoproof majority of the minneapolis city council announced plans to dismantle the citys police department promising to create a new system of public safety in a city where law enforcement has long been accused of racism //tco/mtuctfwnw //tco/lxsdljrexj
15580,46064,5,congress proposal for police reform leaves out a critical group //tco/wryab
14902,43974,5,exclusive earlier this week linkedin announced that it would hold a virtual global town hall to address racial inequality and the nationwide social unrest sparked by the minneapolis police killing of george floydthe results were a disaster //tco/hvnocd
15559,46043,2,candid conversations with cops about the protests and police violence //tco/bysnvvjh
6162,19702,0,calnbc reports the latest from the shooting scene //tco/tzfjkzuzhh
12806,38890,3,nina turner on george floyd killing theres a posttraumatic stress disorder in the african american communities //tco/xlpwcmw //tco/oizayfqq
11898,36688,5,rev jesse jackson reacts to the death of george floyd saying if floyd murdered a white person hed be in jail today //tco/cawzlwwdf //tco/zspapkdg
14310,42599,3,democrat senators take a knee during moment of silence dedicated to george floyd //tco/ampckuhuv
4134,13838,2,louisville police arrest fellow protester and mass shooter steven nelson lopez fired into crowd at blm camp at jefferson square park killing one //tco/ebpdcrtw via gatewaypundit
2890,8541,1,john boyega joins blm protest i dont know if im going to have a career after this but f that //tco/uzvcfaws //tco/fzpknxtscz
9702,30938,5,a trio of black mayors called for americans outraged by george floyds death to protest peacefully decrying the violent eruptions that are destroying communities already devastated by a deadly virus //tco/elugddqy
5711,17964,5,from george floyd to chris cooper a racism researcher explains the terror facing black people in america //tco/tvlbsykfdy
12083,38167,2,#breaking louisville police formally terminates officer involved in breonna taylor death //tco/byuxtwixnr //tco/inrhphhfy
2655,8306,4,pence says leaders of black lives matter movement have radical left agenda //tco/mzmxdpkrpl //tco/ajcgrhaah
8226,26408,1,in the week since george floyds death us cities have been gripped by dissent we asked protesters from across the country what inspired them to take to the streets //tco/rpumyxi
6941,21995,2,the three former police officers who aided derek chauvin will also be charged with murder in george floyds killing //tco/jxzmmu
12437,38521,2,police chief calls for national ban on chokeholds following george floyd death //tco/ivbrwooksz //tco/sqieclbk
4192,13896,0,farleft bartender spies on customer and outs him on facebook for criticizing black lives matter owner sides with bartender //tco/izxuisaui via gatewaypundit joehoft
17126,49859,0,cartoon police reform #cartoon washtimesoped //tco/tseyxohqk //tco/lgnqakaw
7066,22120,2,the fatal arrest of george floyd a black man kneed in the neck by police explained //tco/evrbsdyavn
9512,30250,3,kentucky governor calls in national guard after protests over death of breonna taylor //tco/egxayeqdl
9605,30841,0,rand pauls bill titled the justice for breonna taylor act requires federal law enforcement officers to give notice of their authority and purpose before entering a homethe law would also apply to state and local police that receive money from the doj //tco/mrtburxq
7314,23881,2,the widow of david dorn a retired st louis metropolitan police department captain who was killed during protests over the death of george floyd spoke at the #rnc to decry violent protests //tco/rwjytyagw
12943,39529,4,president trump and his advisers are weighing a possible executive order or other policy actions to address abuses by police responding to widespread public anger following the killing of george floyd in police custody //tco/pvwfhyp
10421,32795,3,mayor makes emotional call for peace after violent protests i believe in minneapolis //tco/pnpattep
12966,39552,1,protesters are demanding that officials defund police departments and redirect the money elsewhere as a new poll finds voters are more troubled by police action in the killing of george floyd than by violence at some demonstrations #wsjwhatsnow //tco/ligbzgg
12282,38366,5,fox news apologizes for graphic showing stock performance after deaths of george floyd mlk other periods of unrest //tco/hfabnylh
8537,28071,2,nbcnightlynews minneapolis police chief medaria arradondo speaks out on the transformational change he says is needed in police depa…
2624,8275,0,yearold girl kicked out of arkansas daycare after wearing black lives matter racial justice shirts //tco/edbard //tco/ptzcbdx
16544,48554,5,congress set for showdown on police reform legislation //tco/jamzvdqger //tco/phtdjrwer
11608,36398,5,on todays #frontpage amid the george floyd protests there has been a renewed push to remove confederate statues drew brees apologizes for his anthem comments but the star quarterback should put those words into action nrarmour writes //tco/cpzsuxnz
4217,13921,5,prisonplanet this isnt enough all the teams should be renamed black lives matter amp all the players themselves renamed black lives…
9379,30117,2,chicago police board president says officers beat him with batons //tco/wdpgmrvnma
16341,47813,3,more new york gov andrew cuomo signed a series of police reforms including a ban on chokeholds this is systemic reform of police departments and looking at it through a new lens of reform and reinvention //tco/jpuatsvu //tco/kkqidpbb
16993,49463,5,on this weeks episode of #magmen •defunding the police but not really•peak corporate wokeness•welcome to the media purge sethamandel jaycaruso jgrantaddison and hpmacd are back for another episodelisten //tco/ddszelqhh
9350,30088,1,george floyd live updates protests grow even spreading to notorious texas town with racist history //tco/ndarxmhl
15373,45707,4,rep pressley says the senate gops police reform bill was just buzzwords and that we should not have to incentivize people treating others humanely we should not have to incentivize justice //tco/pxtdprhjif
13887,41644,1,on todays front page #podcast friends family and civil rights figures gather to memorialize george floyd former secretary of defense jim mattis and other former top military leaders criticize president trumps leadership and morelisten //tco/fkcrdrrc
17586,50786,1,protesters clash over defund the police meaning //tco/zlaqqrgy #oann //tco/jhudonyuae
13033,39619,4,breaking trump says he is deploying military personnel to the nations capital and threatens to send troops to states if they cant quell protests //tco/czstfuupkw
5534,17787,2,investigation says broenna taylor was alive after being shot but no one made an effort to save her report //tco/pwlcon
2476,8127,2,nevada sheriff told library supporting black lives matter not to call for help //tco/mwtcfnxi //tco/pcnfegayuz
9353,30091,4,senior trump campaign adviser apologizes after amplifying tweet promoting man who wielded chain saw as he yelled racial slurs at protesters //tco/ehynhgq
12210,38294,5,crossfit ceo told staff were not mourning for george floyd //tco/bfhrpupma //tco/xmdgwmijzh
6651,21178,0,hang up and listen on the sports worlds reaction to the killing of george floyd //tco/cvmdhyo
3637,11631,5,douglasernst starbucks reverses allows black lives matter apparel //tco/ikeslqtcik everything must be political business s…
15705,46291,0,the program enables the us military to sell outdated equipment like armored vehicles and bayonets to local law enforcement agencies the nearly yearold program is a chronic thorn in the side of police reform activists
6992,22046,5,how to reform american police according to experts //tco/ervjfquqj
8046,26228,1,none of the people charged with serious federal crimes amid the unrest following the killing of george floyd have been linked so far to antifa despite claims by president trump //tco/zwlerfmak
17136,49869,2,exphilly police form pac to combat defund the police movement nationwide //tco/ttnewkm
9384,30122,1,in britain protests over the death of george floyd revive memories of others killed by police //tco/qqzbzarrn
7735,25067,2,three fellow minneapolis police officers looked on as derek chauvin kneeled on george floyds neck for more than eight minutes now many departments are setting higher expectations for officers who witness misconduct mprnews //tco/kvptftyn
16842,49312,1,our view civic leaders must recognize the vital service that police provide and embrace the idea of mending not ending the role of officers in our society //tco/owbxepmw
16326,47798,3,atlanta mayor keisha lance bottoms says its hard to take trumps handling of police reform seriously //tco/xrjvpvewvi
10189,32563,2,retired st louis police captain killed during unrest sparked by george floyd death //tco/gknnioop
4211,13915,1,dineshdsouza yes weve been here before basically #antifa and #blacklivesmatter have replaced the ku klux klan as the paramilitary a…
10957,34586,5,a middle school near the site of george floyds death received over bags of donated supplies during a sevenhour food drive //tco/dckaejnlb
11568,36358,1,hundreds attended a memorial in honor of george floyd in his hometown //tco/fqnbvvjy //tco/aneqysj
8020,26202,0,dashinque hall a tattoo artist in minneapolis has been offering discounted tattoos with movementrelated slogans like i cant breathe and black lives matter and plans to donate the proceeds to gianna floyd george floyds daughter //tco/fmonnnu
8943,28477,0,a national reckoning over police brutality in was not enough to stop the deaths or to break the fear and anger that millions of americans feel //tco/hjwkgzzh
14759,43519,0,jennfranconews #breaking mn attorney general keith ellison announces upgraded charges of second degree murder against former minneapo…
9211,29949,0,prosecutor will not charge the police officer who shot and killed michael brown in ferguson //tco/hchwhy
15225,44983,4,the only african american republican senator sent a draft of proposed legislation to gop offices after senate majority leader mitch mcconnell asked him to come up with a police reform plan that would be palatable to mcconnells conservative senate caucus //tco/zbbyvf
12368,38452,0,texas man allegedly planned to shoot maga instigators at george floyd protest //tco/ihwqqzjwi //tco/yiqujydmxx
6438,20965,0,the site of floyds killing is attracting a bunch of enterprising evangelists who have traveled there from outside the state //tco/delplbio
4076,13780,0,mrandyngo obese woman says she is disabled as a reason for not following police orders at the portland blm/antifa riot
9077,28611,2,police in oakland california declared a protest unlawful friday night after multiple officers were injured when projectiles were thrown //tco/gtdjmmf
9094,28628,1,new protestors damage windows outside cnns headquarters in atlanta on friday as protests against the fatal arrest of george floyd grow unruly //tco/hpvpxss
5592,17845,1,demands for justice at funeral of gentle george floyd //tco/fzxathpwg
2210,7025,5,📸 british street artist banksy unveiled a new artwork on instagram in a show of solidarity with the black lives matter movement as protests have erupted worldwide since the death of george floyd while in police custody //tco/worpjsxym //tco/nhfxgnawmc
14463,42752,5,taylor swift goes after president trump over george floyd tweets //tco/acjzvmhyq
15017,44279,4,repswalwell i would yield to any of my colleagues on the republican side who can unequivocally say as we calibrate where we are right now that black lives matter mattgaetz i thank the gentleman for yielding does the gentleman believe that all lives matter as well //tco/jhsxzibao
14847,43763,2,missouri police stand guard as white people paint over black lives matter mural with blue line //tco/nbkhtppuau
12005,38089,0,breonna taylors home was soft target with minimal threats police recordings //tco/wifrphty //tco/sjyvinebtv
3921,13625,1,watch cophating blm and antifa looters scream call the police after rioter is shot in kenosha video //tco/bionpqmcj via gatewaypundit
9333,30071,4,mitt romney marching with evangelicals becomes first gop senator to join george floyd protests in dc //tco/xcrdvsm
15847,46699,2,german cadets are taught in unsparing detail about the shameful legacy of policing under the nazis it changes you as a person and changes you as a police officer one inspector said the nations approach may hold lessons for police reform everywhere //tco/ccjeao
15898,46851,3,newark nj wants to be a model for police reform but black people are still stopped more often //tco/gapaxh #nbcnewsthreads /
8339,26521,1,video a minneapolis police precinct station was set on fire by protesters thursday night as destructive demonstrations broke out over the killing of george floyd //tco/uqhktvszk
8365,27899,0,critics slam leaked louisville police memo that was written several weeks after breonna taylors death and includes details that werent provided to the judge in the search warrant application //tco/knigds
2710,8361,1,protesters gather for a black lives matter demonstration in london //tco/gcoayseg
12802,38886,5,former tennis star martina navratilova on george floyd killing time to riot everywhere //tco/yvdehiub //tco/dwhnaobwd
13172,40498,1,felony charges against breonna taylor protesters who marched to attorney generals home dropped //tco/ynbcktxy
3432,10591,3,keep george floyds name out of your mouth until you can say black lives matter kamalaharris tells realdonaldtrump to keep george floyds name out of your mouth //tco/chwovwao
14345,42634,5,pope francis condemns racism says street violence is selfdefeating //tco/ivbgofei
12523,38607,3,markey lashes out at trump calling him scum and accusing him of fueling racism //tco/mfckksn //tco/uznglvea
7460,24027,5,the ceo of crossfit has resigned after making racist remarks about the new coronavirus and george floyd that sparked backlash from affiliated gym owners members and sponsors //tco/saopyo
2063,6878,0,man accused of helping incite riots and looting in the aftermath of george floyds death identified as member of white supremacist group that aimed to stir racial tensions amid largely peaceful black lives matter protests according to minneapolis police //tco/qayncydnpi
5224,16431,1,we can t go on like thisas protests continue across new york the citys mayor bill de blasio has been speaking about systemic racism in american society and problems exacerbated by the coronavirus crisis //tco/iowgglsc
12906,39492,1,while protests for racial justice sparked by the police killing of george floyd started in major cities they have quickly spread to small conservative and overwhelmingly white towns like coeur dalene in idaho //tco/vidcphggoc
13745,41502,1,protesters confront sen rand paul about breonna taylor after rnc //tco/bwxahqae
9109,28643,3,just in minneapolis mayor frey imposes citywide curfew beginning at pm ct on friday following three days of protests after george floyds death city clerk says //tco/vpktkzwqi
4133,13837,1,stillgray dont trespass on private property the black lives matter mob invaded the home of the st louis couple //tco/hrvuvt…
12096,38180,0,new states race to reform police practices in wake of george floyds death //tco/nilhira //tco/whqyqcpf
11213,34842,2,footage captures two police suvs plowing into a group of protesters in new york city after being peppered with debris from the crowd of peoplethe incident occurred as demonstrations were taking place in reaction to the death of george floyd //tco/jyzldnzs //tco/wrznlde
13931,41688,2,chumley bold amp blunt george floyd is being used as puppet for left //tco/eructhdgjv mark geist markgeistswp is a trueblue american military and leo hero — wounded in duty — w/ some great wisdom on george floyd the state of the nation and the need to return to god
2305,7316,0,a judge set a million bail for dawit kelete — the driver accused of hitting two black femme march demonstrators in seattle saturday killing one and injuring the other //tco/cfozviyy
13256,40582,1,dispatcher and bystanders made concerned calls about george floyd arrest tapes show //tco/ylkj
2591,8242,1,protesters boycott whole foods store that sent employees home for black lives matter masks //tco/zqgnyhxwsu //tco/oxnadrlif
11489,36279,3,on todays #frontpage – death unmasks the past minneapolis has been considered a progressive capital george floyds killing brings to light a lesser known history of racism– virus may kill by autumn as the us relaxes restrictions up to people die each day //tco/ethojpsu
8895,28429,2,while the nation has been riveted by images of police battling protesters some police departments have been trying to quell the violence by locking arms with protesters //tco/qdtyogfvx
12682,38766,2,video shows police using their batons on protesters on the ground while additional officers can be seen boxing out demonstrators and pushing people down who are trying to intervene with police arrests //tco/fsgxzzpoer
11403,36193,1,as protests in support of black lives matter spread smaller communities in the south have been forced to face their past and debate the best steps forward for all residents //tco/kwazolei
16386,47858,3,new joe biden outlines police reform proposals in wake of death of george floyd and calls on congress to begin work on them immediately a down payment on what is long overdue should come now //tco/rvqlwqloz //tco/leizgzgs
3974,13678,1,violent antifa and blm keep showing up at home of driver they attacked — but he may be the one facing charges //tco/osenzuf via gatewaypundit cassandrarules
14620,43260,5,the national african american gun association naaga gained thousands of members following the may death of george floyd //tco/rsejosaia
16721,48731,3,biden democrats seek to shut down calls to defund police //tco/azarqp //tco/eifboq
3671,12419,5,video appears to show business with black lives matter sign up in flames thanks to rioters //tco/engzafmxow
10804,34433,0,we need systemic changes in our law enforcement departments //tco/ngyumys
6989,22043,2,some law enforcement officers are treating america like a battlefield //tco/eplclbnr
16697,48707,3,schumer blocks resolution opposing calls to defund police //tco/uoyabdsxl //tco/gidxsgsjhg
8923,28457,1,map protests and rallies for george floyd spread across the us //tco/plohaziunf //tco/pdvnrgfcdx
3454,11448,5,at rnc talk about black lives not black lives matter movement deborah simmons writes //tco/unqhvei
15427,45761,3,sen brown responds to sen graham saying democrats had years to enact police reform under fmr president obama it was mitch mcconnell blocking one thing after another after another and then trump undoing the exec orders president obama put forward //tco/nxmplsa
12509,38593,0,ben crump floyd family attorney they want a first degree murder charge they want equal justice for african americans because black lives matter and george floyds life mattered //tco/edivvzsnxo
9799,32173,1,civil rights leader andrew young says racism is based on fear and george floyds death touched the heart of the planet //tco/qzxftuuf
2650,8301,5,catholic pastor in indiana faces backlash for calling black lives matter protesters maggots and parasites //tco/gfltqxpaa //tco/oapmakb
13794,41551,0,the nearuniversal outrage over george floyds death in minneapolis police custody is being leveraged on the left to steamroll its critics in academia journalism and public life in the name of black lives matter by branding them as racist #twtfrontpage //tco/hffjpmklv
9082,28616,1,watch protesters reacting to the death of george floyd gather near the white house causing a temporary lockdown //tco/vzdtqfcov
3395,10554,5,some religious leaders have placed themselves at odds with the black lives matter movement saying that although the central cause is noble they cannot support everything black lives matter stands for //tco/xsonnjpmht
4143,13847,2,st louis police step in to protect praying christians from violent anarchistblm mob in st louis at least one beating video //tco/sokjejckw via gatewaypundit
10675,34304,1,rev william bill lawson at george floyds funeral the prejudice and the bigoted are not going to change but we can do some things to change them and thats what i hope we will do //tco/penekex //tco/hafmuiwcu
4001,13705,5,orlando magics jonathan isaac stands for national anthem refuses to wear black lives matter tshirt cites christian faith video //tco/kynjaggzd via gatewaypundit cristinalaila
8437,27971,2,new audio of police interviews sheds light on police probe of the fatal shooting of breonna taylor //tco/pkekanq
9651,30887,3,washington dc is expecting its biggest day of protests since the death of george floyd heres the scene at the lincoln memorial as protesters prepared to head toward the heart of dc 📷 krystalpcampos //tco/fdbqtwfny
12552,38636,5,save the bullshit nfl players kenny stills eric reid and more slam goodells statement on george floyd death //tco/gqpfldvpw //tco/pukuundc
16576,48586,0,house democrats and senate republicans have rolled out rival police reform bills in the wake of george floyds death at the hands of minneapolis police here are the key differences //tco/ucbjyoyo
5831,19371,0,ag barr to testify to congress about the protests following george floyds death and denounce violent riots that have emerged across the country //tco/llhvqsbb
5916,19456,1,im here to ask you to make it stop stop the pain stop us from being tired– philonise floyd says at house judiciary cmte hearing on police brutality //tco/kyyddzysa
14689,43329,3,atlantas mayor has announced a curfew will be in effect from pm saturday to sunrise sunday following violence that erupted in the city during demonstrations over the death of george floyd in minneapolis //tco/vrthykvtae
17053,49523,3,congressional democrats are taking issue with realdonaldtrumps claim that their party wants to defund police departments in the wake of george floyds death and several other recent officerinvolved episodes //tco/vwmbzdm
12056,38140,0,one dead one injured after gunfire erupts at louisville breonna taylor protest //tco/fahsuhe //tco/iqhmhcutuf
4194,13898,1,creepy blm supporters attend church service and get baptized where george floyd died videos //tco/rqmixwded via gatewaypundit cristinalaila
16518,48528,3,pelosi refuses to apologize for accusing gop of trying to get away with murder with police reform bill //tco/uzsntbs //tco/rsdqyycs
17119,49852,3,california eyes police reform laws after george floyds death //tco/rzkyspbb //tco/fkwcoqah
